danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,artist_id,track_name,genre
0.855,0.638,5,-5.925,1,0.106,0.275,0.000259,0.105,0.641,81.988,audio_features,4VODEhBBnAp8JUt1lr0cmv,spotify:track:4VODEhBBnAp8JUt1lr0cmv,https://api.spotify.com/v1/tracks/4VODEhBBnAp8JUt1lr0cmv,https://api.spotify.com/v1/audio-analysis/4VODEhBBnAp8JUt1lr0cmv,202547,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,OTRO FILI,latin
0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.077,audio_features,3mYpQlwgdrAhtH51dRR0jA,spotify:track:3mYpQlwgdrAhtH51dRR0jA,https://api.spotify.com/v1/tracks/3mYpQlwgdrAhtH51dRR0jA,https://api.spotify.com/v1/audio-analysis/3mYpQlwgdrAhtH51dRR0jA,205600,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,Safari,latin
0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,audio_features,0BgZcHgrlUb4IiKHDWs8pX,spotify:track:0BgZcHgrlUb4IiKHDWs8pX,https://api.spotify.com/v1/tracks/0BgZcHgrlUb4IiKHDWs8pX,https://api.spotify.com/v1/audio-analysis/0BgZcHgrlUb4IiKHDWs8pX,130667,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,In Da Getto,latin
0.774,0.873,5,-1.587,0,0.0418,0.0153,0.00506,0.293,0.845,96.033,audio_features,0bF9dtEs8W9Sw8JxgmmE0H,spotify:track:0bF9dtEs8W9Sw8JxgmmE0H,https://api.spotify.com/v1/tracks/0bF9dtEs8W9Sw8JxgmmE0H,https://api.spotify.com/v1/audio-analysis/0bF9dtEs8W9Sw8JxgmmE0H,265933,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,Bonita,latin
0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,audio_features,0bBd6K5X4W7t9GyXcaVOA7,spotify:track:0bBd6K5X4W7t9GyXcaVOA7,https://api.spotify.com/v1/tracks/0bBd6K5X4W7t9GyXcaVOA7,https://api.spotify.com/v1/audio-analysis/0bBd6K5X4W7t9GyXcaVOA7,159387,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,Sigue,latin
0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,audio_features,4j4w4CXm6BSr0s25wAWrrX,spotify:track:4j4w4CXm6BSr0s25wAWrrX,https://api.spotify.com/v1/tracks/4j4w4CXm6BSr0s25wAWrrX,https://api.spotify.com/v1/audio-analysis/4j4w4CXm6BSr0s25wAWrrX,196500,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Bichiyal,latin
0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,audio_features,2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,172235,4,Shakira,0EmeFodog0BfCgMzAIvKQp,Te Felicito,latin
0.813,0.56,2,-5.904,0,0.0618,0.108,0.0,0.268,0.287,118.033,audio_features,6C1RD7YQVvt3YQj0CmuTeu,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,https://api.spotify.com/v1/tracks/6C1RD7YQVvt3YQj0CmuTeu,https://api.spotify.com/v1/audio-analysis/6C1RD7YQVvt3YQj0CmuTeu,286041,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Diles,latin
0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,audio_features,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080,4,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,Say It Right,latin
0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,audio_features,4fSIb4hdOQ151TILNsSEaF,spotify:track:4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/audio-analysis/4fSIb4hdOQ151TILNsSEaF,199604,4,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,Todo De Ti,latin
0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,audio_features,78kygHp1dvW1kncYjBgbe1,spotify:track:78kygHp1dvW1kncYjBgbe1,https://api.spotify.com/v1/tracks/78kygHp1dvW1kncYjBgbe1,https://api.spotify.com/v1/audio-analysis/78kygHp1dvW1kncYjBgbe1,142500,4,Ryan Castro,7j6DKwmjbxvpQO8h914uEz,Mujeriego,latin
0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,audio_features,1khmgu0pveJbkbpbkyvcQv,spotify:track:1khmgu0pveJbkbpbkyvcQv,https://api.spotify.com/v1/tracks/1khmgu0pveJbkbpbkyvcQv,https://api.spotify.com/v1/audio-analysis/1khmgu0pveJbkbpbkyvcQv,300579,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,La Romana,latin
0.776,0.629,0,-6.09,1,0.0505,0.0268,0.0,0.114,0.104,97.066,audio_features,1xqbfjRuUw0ot43wgBuVkt,spotify:track:1xqbfjRuUw0ot43wgBuVkt,https://api.spotify.com/v1/tracks/1xqbfjRuUw0ot43wgBuVkt,https://api.spotify.com/v1/audio-analysis/1xqbfjRuUw0ot43wgBuVkt,209147,4,Jhay Cortez,0EFisYRi20PTADoJrifHrz,Sensual Bebé,latin
0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,audio_features,2n7ohqg1s68ToAHh4u9mcW,spotify:track:2n7ohqg1s68ToAHh4u9mcW,https://api.spotify.com/v1/tracks/2n7ohqg1s68ToAHh4u9mcW,https://api.spotify.com/v1/audio-analysis/2n7ohqg1s68ToAHh4u9mcW,192024,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Vete,latin
0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,audio_features,2rDZhKnPaPG054ExZ6nXUS,spotify:track:2rDZhKnPaPG054ExZ6nXUS,https://api.spotify.com/v1/tracks/2rDZhKnPaPG054ExZ6nXUS,https://api.spotify.com/v1/audio-analysis/2rDZhKnPaPG054ExZ6nXUS,176143,4,Ryan Castro,7j6DKwmjbxvpQO8h914uEz,Jordan,latin
0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,audio_features,25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,QUE PRETENDES,latin
0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,audio_features,2fDdEMRxLtbaR6yBls961a,spotify:track:2fDdEMRxLtbaR6yBls961a,https://api.spotify.com/v1/tracks/2fDdEMRxLtbaR6yBls961a,https://api.spotify.com/v1/audio-analysis/2fDdEMRxLtbaR6yBls961a,210200,4,KAROL G,790FomKkXshlbRYZFtlgla,PROVENZA,latin
0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,audio_features,0WXebCzOgnvWhS1p61n0ph,spotify:track:0WXebCzOgnvWhS1p61n0ph,https://api.spotify.com/v1/tracks/0WXebCzOgnvWhS1p61n0ph,https://api.spotify.com/v1/audio-analysis/0WXebCzOgnvWhS1p61n0ph,178947,4,KAROL G,790FomKkXshlbRYZFtlgla,BICHOTA,latin
0.715,0.706,11,-4.423,1,0.195,0.496,0.00134,0.106,0.522,179.997,audio_features,7sPKfXUER8tG7y5SDkcwKd,spotify:track:7sPKfXUER8tG7y5SDkcwKd,https://api.spotify.com/v1/tracks/7sPKfXUER8tG7y5SDkcwKd,https://api.spotify.com/v1/audio-analysis/7sPKfXUER8tG7y5SDkcwKd,189840,4,KAROL G,790FomKkXshlbRYZFtlgla,"Ay, DiOs Mío!",latin
0.796,0.701,2,-3.275,1,0.283,0.308,7.82e-05,0.0516,0.619,100.954,audio_features,3EZMppYzVSPPzzERNN0aQG,spotify:track:3EZMppYzVSPPzzERNN0aQG,https://api.spotify.com/v1/tracks/3EZMppYzVSPPzzERNN0aQG,https://api.spotify.com/v1/audio-analysis/3EZMppYzVSPPzzERNN0aQG,201920,4,KAROL G,790FomKkXshlbRYZFtlgla,Tusa,latin
0.652,0.577,7,-5.273,0,0.0373,0.00947,4.02e-05,0.0905,0.123,135.009,audio_features,4JHSWzCtssjeiykeBSBbfX,spotify:track:4JHSWzCtssjeiykeBSBbfX,https://api.spotify.com/v1/tracks/4JHSWzCtssjeiykeBSBbfX,https://api.spotify.com/v1/audio-analysis/4JHSWzCtssjeiykeBSBbfX,233293,4,KAROL G,790FomKkXshlbRYZFtlgla,Ahora Me Llama,latin
0.77,0.852,11,-2.593,1,0.0489,0.201,3.06e-06,0.0623,0.785,82.997,audio_features,0uIg8vYtyWuuxEKPjtCWJi,spotify:track:0uIg8vYtyWuuxEKPjtCWJi,https://api.spotify.com/v1/tracks/0uIg8vYtyWuuxEKPjtCWJi,https://api.spotify.com/v1/audio-analysis/0uIg8vYtyWuuxEKPjtCWJi,219960,4,KAROL G,790FomKkXshlbRYZFtlgla,CONTIGO VOY A MUERTE,latin
0.802,0.839,7,-4.294,0,0.0592,0.465,5.18e-05,0.117,0.861,94.997,audio_features,5fXQdYNTi3WBzhu5Cgd2Wj,spotify:track:5fXQdYNTi3WBzhu5Cgd2Wj,https://api.spotify.com/v1/tracks/5fXQdYNTi3WBzhu5Cgd2Wj,https://api.spotify.com/v1/audio-analysis/5fXQdYNTi3WBzhu5Cgd2Wj,194933,4,KAROL G,790FomKkXshlbRYZFtlgla,Hello,latin
0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,audio_features,20XQ92bfg9ibEG1lKyIC3n,spotify:track:20XQ92bfg9ibEG1lKyIC3n,https://api.spotify.com/v1/tracks/20XQ92bfg9ibEG1lKyIC3n,https://api.spotify.com/v1/audio-analysis/20XQ92bfg9ibEG1lKyIC3n,178947,4,KAROL G,790FomKkXshlbRYZFtlgla,BICHOTA,latin
0.796,0.701,2,-3.275,1,0.283,0.308,7.82e-05,0.0516,0.619,100.954,audio_features,3WXWojkPQEcUCdEuGXHNiZ,spotify:track:3WXWojkPQEcUCdEuGXHNiZ,https://api.spotify.com/v1/tracks/3WXWojkPQEcUCdEuGXHNiZ,https://api.spotify.com/v1/audio-analysis/3WXWojkPQEcUCdEuGXHNiZ,201920,4,KAROL G,790FomKkXshlbRYZFtlgla,Tusa,latin
0.85,0.847,8,-3.435,0,0.0435,0.606,0.000159,0.33,0.915,143.975,audio_features,2CxPB5RdmWqdCP9vcfPvJW,spotify:track:2CxPB5RdmWqdCP9vcfPvJW,https://api.spotify.com/v1/tracks/2CxPB5RdmWqdCP9vcfPvJW,https://api.spotify.com/v1/audio-analysis/2CxPB5RdmWqdCP9vcfPvJW,203507,4,KAROL G,790FomKkXshlbRYZFtlgla,EL BARCO,latin
0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,audio_features,3phO4N1DJ3YrVhpV5NqrwY,spotify:track:3phO4N1DJ3YrVhpV5NqrwY,https://api.spotify.com/v1/tracks/3phO4N1DJ3YrVhpV5NqrwY,https://api.spotify.com/v1/audio-analysis/3phO4N1DJ3YrVhpV5NqrwY,181107,4,KAROL G,790FomKkXshlbRYZFtlgla,SEJODIOTO,latin
0.689,0.705,0,-3.224,0,0.102,0.256,1.06e-06,0.108,0.456,89.109,audio_features,4EtjNCmCnC3u2vXCRN7WeU,spotify:track:4EtjNCmCnC3u2vXCRN7WeU,https://api.spotify.com/v1/tracks/4EtjNCmCnC3u2vXCRN7WeU,https://api.spotify.com/v1/audio-analysis/4EtjNCmCnC3u2vXCRN7WeU,209160,4,KAROL G,790FomKkXshlbRYZFtlgla,EL MAKINON,latin
0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,audio_features,2lwRBXipmwzfs2piG2nPnQ,spotify:track:2lwRBXipmwzfs2piG2nPnQ,https://api.spotify.com/v1/tracks/2lwRBXipmwzfs2piG2nPnQ,https://api.spotify.com/v1/audio-analysis/2lwRBXipmwzfs2piG2nPnQ,178947,4,KAROL G,790FomKkXshlbRYZFtlgla,BICHOTA,latin
0.652,0.577,7,-5.273,0,0.0373,0.00947,4.02e-05,0.0905,0.123,135.009,audio_features,6pkcbaIo9AOHlwZWSeoTpk,spotify:track:6pkcbaIo9AOHlwZWSeoTpk,https://api.spotify.com/v1/tracks/6pkcbaIo9AOHlwZWSeoTpk,https://api.spotify.com/v1/audio-analysis/6pkcbaIo9AOHlwZWSeoTpk,233293,4,KAROL G,790FomKkXshlbRYZFtlgla,Ahora Me Llama,latin
0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,audio_features,23XjN1s3DZC8Q9ZwuorYY4,spotify:track:23XjN1s3DZC8Q9ZwuorYY4,https://api.spotify.com/v1/tracks/23XjN1s3DZC8Q9ZwuorYY4,https://api.spotify.com/v1/audio-analysis/23XjN1s3DZC8Q9ZwuorYY4,139576,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,TE DESEO LO MEJOR,latin
0.727,0.482,11,-6.193,1,0.115,0.933,0.0,0.388,0.487,74.93,audio_features,1v82jrEKaAGOg3Ls2DZrnb,spotify:track:1v82jrEKaAGOg3Ls2DZrnb,https://api.spotify.com/v1/tracks/1v82jrEKaAGOg3Ls2DZrnb,https://api.spotify.com/v1/audio-analysis/1v82jrEKaAGOg3Ls2DZrnb,155947,4,KAROL G,790FomKkXshlbRYZFtlgla,Ocean,latin
0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,audio_features,4vCAzANUWDE24URV6wQ4ra,spotify:track:4vCAzANUWDE24URV6wQ4ra,https://api.spotify.com/v1/tracks/4vCAzANUWDE24URV6wQ4ra,https://api.spotify.com/v1/audio-analysis/4vCAzANUWDE24URV6wQ4ra,233128,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Otra Noche en Miami,latin
0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,audio_features,26QApq0cuO9brJigr0C0W4,spotify:track:26QApq0cuO9brJigr0C0W4,https://api.spotify.com/v1/tracks/26QApq0cuO9brJigr0C0W4,https://api.spotify.com/v1/audio-analysis/26QApq0cuO9brJigr0C0W4,217769,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,HACIENDO QUE ME AMAS,latin
0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,audio_features,26w9NTiE9NGjW1ZvIOd1So,spotify:track:26w9NTiE9NGjW1ZvIOd1So,https://api.spotify.com/v1/tracks/26w9NTiE9NGjW1ZvIOd1So,https://api.spotify.com/v1/audio-analysis/26w9NTiE9NGjW1ZvIOd1So,156430,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,BOOKER T,latin
0.562,0.755,7,-4.367,0,0.112,0.0967,2.25e-05,0.143,0.609,83.997,audio_features,5W1qmxHrMlQGGAiFA3ZQqP,spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,https://api.spotify.com/v1/tracks/5W1qmxHrMlQGGAiFA3ZQqP,https://api.spotify.com/v1/audio-analysis/5W1qmxHrMlQGGAiFA3ZQqP,277693,4,Dímelo Flow,3fZk3Gm5dN5v5yfYMQ04Bx,Se Le Ve,latin
0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,audio_features,2L95U6syP0bV3fkYYOzmiW,spotify:track:2L95U6syP0bV3fkYYOzmiW,https://api.spotify.com/v1/tracks/2L95U6syP0bV3fkYYOzmiW,https://api.spotify.com/v1/audio-analysis/2L95U6syP0bV3fkYYOzmiW,219000,4,El Alfa,2oQX8QiMXOyuqbcZEFsZfm,La Mamá de la Mamá,latin
0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,audio_features,67G6iaOw8DZqp1z8STR89R,spotify:track:67G6iaOw8DZqp1z8STR89R,https://api.spotify.com/v1/tracks/67G6iaOw8DZqp1z8STR89R,https://api.spotify.com/v1/audio-analysis/67G6iaOw8DZqp1z8STR89R,229601,4,BIA,6veh5zbFpm31XsPdjBgPER,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,latin
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,Despacito,latin
0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,audio_features,7kjEqI6eZ7YlFrGhxixnlN,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,https://api.spotify.com/v1/tracks/7kjEqI6eZ7YlFrGhxixnlN,https://api.spotify.com/v1/audio-analysis/7kjEqI6eZ7YlFrGhxixnlN,221187,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,ANTES QUE SE ACABE,latin
0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,audio_features,4HzqWEdAbzcVFDv0pvxV4w,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,https://api.spotify.com/v1/tracks/4HzqWEdAbzcVFDv0pvxV4w,https://api.spotify.com/v1/audio-analysis/4HzqWEdAbzcVFDv0pvxV4w,201181,4,Maluma,1r4hJ1h58CWwUQe3MxPuau,Sobrio,latin
0.683,0.714,1,-4.898,1,0.252,0.181,1e-06,0.111,0.448,173.963,audio_features,30W8VKHrAZmHzObnwAoc1u,spotify:track:30W8VKHrAZmHzObnwAoc1u,https://api.spotify.com/v1/tracks/30W8VKHrAZmHzObnwAoc1u,https://api.spotify.com/v1/audio-analysis/30W8VKHrAZmHzObnwAoc1u,174483,4,Mora,0Q8NcsJwoCbZOHHW63su5S,TUS LÁGRIMAS,latin
0.515,0.704,9,-5.25,0,0.206,0.767,0.0,0.415,0.885,91.246,audio_features,0aZnyTWJNgdzYoOiaW8HKG,spotify:track:0aZnyTWJNgdzYoOiaW8HKG,https://api.spotify.com/v1/tracks/0aZnyTWJNgdzYoOiaW8HKG,https://api.spotify.com/v1/audio-analysis/0aZnyTWJNgdzYoOiaW8HKG,217213,3,KAROL G,790FomKkXshlbRYZFtlgla,200 COPAS,latin
0.843,0.729,6,-3.634,0,0.0374,0.401,1.2e-06,0.206,0.903,123.046,audio_features,6I86RF3odBlcuZA9Vfjzeq,spotify:track:6I86RF3odBlcuZA9Vfjzeq,https://api.spotify.com/v1/tracks/6I86RF3odBlcuZA9Vfjzeq,https://api.spotify.com/v1/audio-analysis/6I86RF3odBlcuZA9Vfjzeq,250640,4,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,Eres Mía,latin
0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,audio_features,1FlL8ycld6uVDDyhV7P5FA,spotify:track:1FlL8ycld6uVDDyhV7P5FA,https://api.spotify.com/v1/tracks/1FlL8ycld6uVDDyhV7P5FA,https://api.spotify.com/v1/audio-analysis/1FlL8ycld6uVDDyhV7P5FA,164706,4,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,Cúrame,latin
0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,7k4t7uLgtOxPwTpFmtJNTY,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4,KAROL G,790FomKkXshlbRYZFtlgla,Tusa,latin
0.773,0.767,7,-4.019,1,0.0819,0.0352,0.0,0.299,0.49,94.99,audio_features,0LKu09Iq053CEUZ5ktQEWc,spotify:track:0LKu09Iq053CEUZ5ktQEWc,https://api.spotify.com/v1/tracks/0LKu09Iq053CEUZ5ktQEWc,https://api.spotify.com/v1/audio-analysis/0LKu09Iq053CEUZ5ktQEWc,252162,4,Maluma,1r4hJ1h58CWwUQe3MxPuau,Mojando Asientos (feat. Feid),latin
0.808,0.611,0,-3.221,0,0.0663,0.683,0.00638,0.114,0.172,116.011,audio_features,1JxhrUWZjuI8AOjDJ1JpMN,spotify:track:1JxhrUWZjuI8AOjDJ1JpMN,https://api.spotify.com/v1/tracks/1JxhrUWZjuI8AOjDJ1JpMN,https://api.spotify.com/v1/audio-analysis/1JxhrUWZjuI8AOjDJ1JpMN,257384,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Soy Peor,latin
0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,audio_features,5W83ErFkO3aKAIS1WMi6u0,spotify:track:5W83ErFkO3aKAIS1WMi6u0,https://api.spotify.com/v1/tracks/5W83ErFkO3aKAIS1WMi6u0,https://api.spotify.com/v1/audio-analysis/5W83ErFkO3aKAIS1WMi6u0,258800,4,Anuel AA,2R21vXR83lH98kGeO99Y66,Secreto,latin
0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,audio_features,7iqOIHHEmu6Vhw25GgQ2eA,spotify:track:7iqOIHHEmu6Vhw25GgQ2eA,https://api.spotify.com/v1/tracks/7iqOIHHEmu6Vhw25GgQ2eA,https://api.spotify.com/v1/audio-analysis/7iqOIHHEmu6Vhw25GgQ2eA,170760,4,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,Una Nota,latin
0.737,0.709,8,-6.889,0,0.045,0.333,0.0,0.289,0.556,125.997,audio_features,6r46lnXFbE9fr2d3KNaGbe,spotify:track:6r46lnXFbE9fr2d3KNaGbe,https://api.spotify.com/v1/tracks/6r46lnXFbE9fr2d3KNaGbe,https://api.spotify.com/v1/audio-analysis/6r46lnXFbE9fr2d3KNaGbe,234829,4,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,Imitadora,latin
0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,audio_features,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,235284,4,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Baila Baila Baila - Remix,latin
0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,audio_features,278kSqsZIiYp8p3QjYAqa8,spotify:track:278kSqsZIiYp8p3QjYAqa8,https://api.spotify.com/v1/tracks/278kSqsZIiYp8p3QjYAqa8,https://api.spotify.com/v1/audio-analysis/278kSqsZIiYp8p3QjYAqa8,236216,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,NI BIEN NI MAL,latin
0.807,0.633,10,-6.016,0,0.0929,0.0564,0.0,0.107,0.325,138.038,audio_features,7rwX0O3RlxqqIjQM8evm5E,spotify:track:7rwX0O3RlxqqIjQM8evm5E,https://api.spotify.com/v1/tracks/7rwX0O3RlxqqIjQM8evm5E,https://api.spotify.com/v1/audio-analysis/7rwX0O3RlxqqIjQM8evm5E,311726,4,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,Solita,latin
0.512,0.451,5,-7.222,0,0.131,0.161,0.0,0.0672,0.368,80.04,audio_features,47ZS1OjnJpJVfGN9yHXfMn,spotify:track:47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/tracks/47ZS1OjnJpJVfGN9yHXfMn,https://api.spotify.com/v1/audio-analysis/47ZS1OjnJpJVfGN9yHXfMn,367680,4,Alex Rose,2DspEsT7UXGKd2VaaedgG4,Toda Remix - Remix,latin
0.757,0.632,2,-6.83,1,0.0549,0.499,0.0,0.0723,0.742,122.936,audio_features,5PycBIeabfvX3n9ILG7Vrv,spotify:track:5PycBIeabfvX3n9ILG7Vrv,https://api.spotify.com/v1/tracks/5PycBIeabfvX3n9ILG7Vrv,https://api.spotify.com/v1/audio-analysis/5PycBIeabfvX3n9ILG7Vrv,235133,4,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,Propuesta Indecente,latin
0.749,0.418,9,-7.925,0,0.0587,0.985,0.000126,0.0832,0.307,147.887,audio_features,68QcquxCS39cQGTsRrJWIR,spotify:track:68QcquxCS39cQGTsRrJWIR,https://api.spotify.com/v1/tracks/68QcquxCS39cQGTsRrJWIR,https://api.spotify.com/v1/audio-analysis/68QcquxCS39cQGTsRrJWIR,153887,3,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Amorfoda,latin
0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,audio_features,3QHMxEOAGD51PDlbFPHLyJ,spotify:track:3QHMxEOAGD51PDlbFPHLyJ,https://api.spotify.com/v1/tracks/3QHMxEOAGD51PDlbFPHLyJ,https://api.spotify.com/v1/audio-analysis/3QHMxEOAGD51PDlbFPHLyJ,252347,4,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,Vivir Mi Vida,latin
0.732,0.708,9,-7.905,0,0.262,0.534,0.0,0.237,0.717,175.924,audio_features,6G4U9avyBNEfP0fAIduev3,spotify:track:6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/tracks/6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/audio-analysis/6G4U9avyBNEfP0fAIduev3,267787,4,Aventura,1qto4hHid1P71emI6Fd8xi,Ella Y Yo - Featuring Don Omar,latin
0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,audio_features,35UUpTmrcFXNIVIN26ujXl,spotify:track:35UUpTmrcFXNIVIN26ujXl,https://api.spotify.com/v1/tracks/35UUpTmrcFXNIVIN26ujXl,https://api.spotify.com/v1/audio-analysis/35UUpTmrcFXNIVIN26ujXl,247308,4,Sech,77ziqFxp5gaInVrF2lj4ht,Relación - Remix,latin
0.732,0.64,0,-9.859,1,0.0378,0.586,1.81e-05,0.104,0.715,125.015,audio_features,1SaEt8dwTuLDzenUu5BqI6,spotify:track:1SaEt8dwTuLDzenUu5BqI6,https://api.spotify.com/v1/tracks/1SaEt8dwTuLDzenUu5BqI6,https://api.spotify.com/v1/audio-analysis/1SaEt8dwTuLDzenUu5BqI6,263347,4,Aventura,1qto4hHid1P71emI6Fd8xi,Un Beso,latin
0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,audio_features,7sOfmPd18RWp3FoCzpa7Kw,spotify:track:7sOfmPd18RWp3FoCzpa7Kw,https://api.spotify.com/v1/tracks/7sOfmPd18RWp3FoCzpa7Kw,https://api.spotify.com/v1/audio-analysis/7sOfmPd18RWp3FoCzpa7Kw,159282,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Soliá,latin
